image,edit_image,prompt
/share/home/202230550120/extracted_images_col20/edited_image_2339563.png,/share/home/202230550120/extracted_images_col5/edited_image_2339563.png,1. 拆除 25.35㎡ 客厅与 6.69㎡ 房间之间的非承重隔墙，并将原 2.01㎡ 的阳台区域并入室内。 2. 拆除 2.06㎡ 过道与 7.61㎡ 房间之间的墙体，将 7.61㎡ 房间与下方 8.24㎡ 房间整合成一个套房，封闭原 8.24㎡ 房间朝向走廊的门洞。 3. 拆除 3.32㎡ 与 4.52㎡ 房间之间的非承重墙，合并为一处宽敞的功能区。 4. 拆除进入 25.35㎡ 大厅的入户门洞侧向非承重短墙，扩大玄关开度。
/share/home/202230550120/extracted_images_col20/edited_image_2460580.png,/share/home/202230550120/extracted_images_col5/edited_image_2460580.png,1. 拆除客厅与右侧大卧室之间的非承重隔墙，将两处空间合并； 2. 封堵原右侧卧室朝向走廊的门洞，并在合并后的宽厅区域重新规划交通动线； 3. 拆除入户处左侧小房间的非承重墙体，改为开放式多功能区或通透玄关； 4. 将南侧相邻的两间次卧墙体进行局部位移，整合为带独立卫浴和衣帽间的套房结构。
/share/home/202230550120/extracted_images_col20/edited_image_2473337.png,/share/home/202230550120/extracted_images_col5/edited_image_2473337.png,1. 拆除位于 40.05㎡ 核心区北侧与 5.66㎡ 房间之间的非承重隔墙，并将北侧入户处的 1.79㎡ 小空间墙体拆除合并。 2. 保持 12.20㎡ 与 17.02㎡ 房间的独立性，但在两者交界处或走廊尽头优化门洞位置，形成套间或双主卧动线。 3. 将 6.41㎡ 房间与 10.48㎡ 房间之间的非承重墙体进行局部位移或开洞，建立次中心动线。 4. 在客厅 40.05㎡ 与南向阳台 6.36㎡ 之间拆除推拉门及非承重配重墙（若非承重），实现客餐厨一体化大通透布局。
/share/home/202230550120/extracted_images_col20/edited_image_2655472.png,/share/home/202230550120/extracted_images_col5/edited_image_2655472.png,1. 拆除客厅与右侧 4.77㎡ 房间之间的非承重隔墙，将其并入公共区域； 2. 将左上角 4.12㎡ 的房间与 11.60㎡ 的房间之间的隔墙拆除，改为玻璃移门或半开放隔断； 3. 封闭 8.31㎡ 房间原有的门洞，改从南侧 3.28㎡ 房间方向进入，形成独立的宠物生活/洗护套间； 4. 在 37.15㎡ 客厅通往卧室区的走廊处增设一道矮门或通透格栅门。
/share/home/202230550120/extracted_images_col20/edited_image_2661844.png,/share/home/202230550120/extracted_images_col5/edited_image_2661844.png,1. 拆除 5.11㎡ 房间与 10.09㎡ 房间之间的非承重隔墙，并将两房间与走廊之间的门洞及隔墙整体拆除。 2. 拆除 57.90㎡ 客餐厅与北向大阳台之间的推拉门及部分非承重门槛墙，实现客厅与阳台的一体化。 3. 在 8.18㎡ 入户花园进入客厅的交界处，新建半高玻璃隔断及宠物清洗池（水电位改造）。 4. 将 4.66㎡ 厨房进入客厅的非承重墙体拆除，改为全开放式空间。
/share/home/202230550120/extracted_images_col20/edited_image_2667419.png,/share/home/202230550120/extracted_images_col5/edited_image_2667419.png,1. 拆除客厅与北侧4.62㎡阳台之间的移门及非承重隔断； 2. 拆除西北侧20.36㎡卧室与南侧9.68㎡房间之间的非承重墙，并向北移位新建墙体，将9.68㎡区域改造成带有步入式衣帽间的主卧套房； 3. 封堵东北侧16.30㎡卧室原有的西向门洞，改从南侧通过5.18㎡过厅区域进入； 4. 拆除入户4.75㎡封闭空间与客厅之间的非承重墙，改为开放式多功能区或通透玄关。
/share/home/202230550120/extracted_images_col20/edited_image_2669661.png,/share/home/202230550120/extracted_images_col5/edited_image_2669661.png,1. 拆除次卧与客餐厅之间的非承重隔墙，将原次卧空间并入公区。 2. 封堵原主卧朝向走廊的门洞，在原次卧区域（现大客厅）北侧墙体新开门洞进入主卧。 3. 拆除厨房与玄关/客餐厅之间的隔墙，将封闭式厨房改为开放式。 4. 拆除原卫生间与过道之间的非承重墙，向外适当扩容并改为干湿分离布局。
/share/home/202230550120/extracted_images_col20/edited_image_2672089.png,/share/home/202230550120/extracted_images_col5/edited_image_2672089.png,1. 拆除 46.27㎡ 客厅与 1704mm 面宽走廊之间的非承重隔墙，并将北侧 0.12㎡ 处门洞封堵。 2. 拆除 2.76㎡ 房间（原卫生间）与外部的非承重墙体，向 46.27㎡ 厅室方向适度扩容。 3. 在 46.27㎡ 大厅北侧新建 L 型隔墙，划分出一个独立的功能房或保姆间，并利用 1704mm 原走廊空间形成玄关。 4. 将 19.02㎡ 主卧内部的 2.87㎡ 空间重新整合，改建为配备独立卫浴的主卧套房。
/share/home/202230550120/extracted_images_col20/edited_image_2678858.png,/share/home/202230550120/extracted_images_col5/edited_image_2678858.png,1. 拆除客厅与南向7.72㎡房间之间的非承重隔墙，将其并入公共区域。 2. 拆除北侧15.18㎡主卧与相邻5.09㎡、6.39㎡空间的非承重隔墙，重新整合为套房。 3. 封堵原6.28㎡房间朝向走道的门洞，改从36.26㎡大厅侧方进入。 4. 在原3.67㎡与2.73㎡小空间区域，根据管线位置平移墙体，重塑为干湿分离的高级客卫。
/share/home/202230550120/extracted_images_col20/edited_image_2698276.png,/share/home/202230550120/extracted_images_col5/edited_image_2698276.png,1. 拆除主卧与北侧次卧（7.11㎡）之间的非承重墙体，将两房合并，并封堵次卧原房门。 2. 拆除客餐厅与南侧次卧（10.07㎡）之间的隔墙，将其改造为半开放式书房或多功能区。 3. 拆除厨房与餐厅之间的隔墙，将封闭式厨房改为开放式，并增设中岛台。 4. 移位公卫干区墙体，优化过道动线，将其与客卫整合为更为宽敞的洗漱空间。
/share/home/202230550120/extracted_images_col20/edited_image_2722615.png,/share/home/202230550120/extracted_images_col5/edited_image_2722615.png,1. 拆除厨房与餐厅之间的非承重隔墙，将封闭式厨房改为开放式。 2. 拆除次卧（8.37㎡）与客餐厅之间的非承重墙体，将其并入公共区域或改为玻璃隔断的多功能区。 3. 拆除书房（7.16㎡）原有的入门墙体，将门洞位置向南侧或走廊尽头调整，通过新建轻质墙体优化主卧与书房的流线关系。 4. 封闭主卫（4.13㎡）原向南的门洞，改从主卧内部进入，并拆除主卧与书房之间的部分非承重墙以实现套房化布局。
/share/home/202230550120/extracted_images_col20/edited_image_2722619.png,/share/home/202230550120/extracted_images_col5/edited_image_2722619.png,1. 拆除次卧与玄关/客厅之间的非承重隔墙，向客厅方向平移并新建轻质隔墙，同时将次卧门洞移至走廊深处。 2. 拆除书房与主卧之间的非承重墙，将其改为背靠背的整体储物柜体或薄墙。 3. 拆除厨房与餐厅之间的隔墙，将厨房改为半开放式，并利用北侧设备平台空间。 4. 封闭主卫通往主卧的原始门洞，改由主卧内部侧向进入，并微调主卧入口位置形成私密玄关。
